DateTime,Actual_Production,Theoretical_Production,Irradiance,Temperature,Efficiency
2024-09-17 00:00:00,2498.351218645267,2562.551249353169,556.541758395363,11.40230511078849,97.49468305369085
2024-09-17 01:00:00,3733.7338625629714,3709.999705666391,595.6923156162203,11.111394044122118,100.0
2024-09-17 02:00:00,2813.3339032816657,2754.0605159131696,968.7066794768972,34.62364300753393,100.0
2024-09-17 03:00:00,416.51291555898194,432.5477066566059,743.748093020554,16.68800166271582,96.29294275501644
2024-09-17 04:00:00,927.901183917777,1111.2205111354176,253.65602140735476,11.367815047892915,83.50288485673025
2024-09-17 05:00:00,1096.6409201545957,1281.4217186454653,261.90022582100147,18.2148486883796,85.58001664852432
2024-09-17 06:00:00,1289.3212682242245,1220.5391836555823,580.1116534035493,14.524600933812838,100.0
2024-09-17 07:00:00,2827.0169597525214,2899.080416168697,119.33404198894937,21.298237350966723,97.51426500574925
2024-09-17 08:00:00,2519.8288991269674,2608.593817923576,695.4950197643141,32.037910637750365,96.59721194665465
2024-09-17 09:00:00,1015.8001918210447,1077.1670431255873,79.17965692354711,32.3940309522922,94.30294013392054
2024-09-17 10:00:00,337.7742172784354,182.9783189686903,573.3499248746859,17.79551641577336,100.0
2024-09-17 11:00:00,857.1610223735904,872.9512830414925,982.3766741909717,21.896449629350304,98.1911635878595
2024-09-17 12:00:00,4921.906563093016,5027.207206139159,872.9486572022961,23.523162139084803,97.90538486423334
2024-09-17 13:00:00,2342.7347489573613,2223.0585715502557,844.3367991427554,16.306352981442366,100.0
2024-09-17 14:00:00,4336.727523510563,4276.011055665556,749.9297750260686,14.191601135127467,100.0
2024-09-17 15:00:00,4243.762333344216,4125.282508941049,928.8462812043397,21.878029555160722,100.0
2024-09-17 16:00:00,2557.5977873143684,2712.3692090967024,929.9318595631707,20.131954795535403,94.29386599496617
2024-09-17 17:00:00,3533.4385423027175,3676.8511887243053,162.15372269889318,32.467273375428576,96.09957980183187
2024-09-17 18:00:00,963.7600520635614,831.4413001938893,228.54884535912302,31.16946888328932,100.0
2024-09-17 19:00:00,3441.9835246345415,3546.203618548351,924.3131504625169,26.59447282596728,97.06107981592798
2024-09-17 20:00:00,1361.9228963164476,1307.5133234575233,274.6734092952079,17.09504740234169,100.0
2024-09-17 21:00:00,4160.310483770754,4234.778877281977,379.72707129919417,19.299369435457983,98.24150455857995
2024-09-17 22:00:00,418.6206655445496,415.96792397267177,41.581312712755114,14.436039240344485,100.0
2024-09-17 23:00:00,3865.6933644263872,3854.484938210317,899.2538440058314,16.75042339706004,100.0
2024-09-18 00:00:00,499.68453284309766,652.198457793829,72.16406866786596,34.59406094768023,76.61541159317743
2024-09-18 01:00:00,4405.946184471545,4460.731890701496,529.6915048190908,23.77515025811114,98.77182248177361
2024-09-18 02:00:00,1521.0225906750186,1415.3297677811247,219.58713462558165,30.44427984463875,100.0
2024-09-18 03:00:00,3271.966824152874,3116.2704072258234,27.490693342296368,16.85486262179674,100.0
2024-09-18 04:00:00,2437.5113931013993,2610.8741303059483,289.8851992697531,20.273043387663087,93.35997338239228
2024-09-18 05:00:00,1831.5157263116948,1692.8701069269864,664.04891952698,24.95318368706846,100.0
2024-09-18 06:00:00,3227.209165917482,3320.839754687823,89.16867985679777,11.260138495749294,97.18051469848345
2024-09-18 07:00:00,4737.61490275619,4735.9547096093165,851.3191876203329,32.467926437081516,100.0
2024-09-18 08:00:00,206.3487368731093,62.37488997004513,691.7821391600071,31.15696820543865,100.0
2024-09-18 09:00:00,4594.264279415522,4704.926522451637,58.411801031122536,34.52822582595729,97.64794960116718
2024-09-18 10:00:00,3045.408275105068,3207.202089566175,403.84241813757205,19.643093773788095,94.95529717358745
2024-09-18 11:00:00,4036.5715038452618,3885.174146830521,808.7272438022424,13.075698251126314,100.0
2024-09-18 12:00:00,1919.374767171388,1746.2102984035107,931.9554004621755,27.004726998557068,100.0
2024-09-18 13:00:00,2359.2148741880687,2499.154854713497,628.9279405776363,13.287551808230745,94.40050782521553
2024-09-18 14:00:00,4344.25375900582,4344.635134587059,681.118098934318,17.749091613065744,99.99122191923085
2024-09-18 15:00:00,2074.2398490491155,2144.0539518599326,876.6997133414559,15.38243480800812,96.74382714342359
2024-09-18 16:00:00,2673.297833745425,2649.8899686424475,454.48047755373744,25.91073411532584,100.0
2024-09-18 17:00:00,100.97461542166452,65.94591799548165,707.3031053070627,26.18005541358274,100.0
2024-09-18 18:00:00,792.9900291902114,712.8536832790492,577.6999436235434,18.289472247892057,100.0
2024-09-18 19:00:00,3208.432539873999,3233.6038021685017,695.0111841116425,28.586487279206164,99.22157246730033
2024-09-18 20:00:00,3584.8845053193854,3448.8076684016896,882.3575682768981,29.562715520315244,100.0
2024-09-18 21:00:00,2913.004683922497,2999.896991813903,789.8813788583045,27.17501463088681,97.10349028221579
2024-09-18 22:00:00,716.5501813780534,736.322081082015,127.4378840602366,11.448208144569158,97.31477566516719
2024-09-18 23:00:00,2227.0271428891742,2366.0354813058457,931.9916884447382,13.650954469817353,94.12484134261796
2024-09-19 00:00:00,1775.473831815949,1943.8794761216013,49.99210826704259,19.478422587197006,91.33662110360603
2024-09-19 01:00:00,2478.3067201754416,2638.5414256548593,756.674386273726,20.90433354324022,93.92714838882436
2024-09-19 02:00:00,4351.645172770472,4392.137538616161,285.3586100239564,18.18909093420873,99.07807154284957
2024-09-19 03:00:00,3879.3071932932594,3806.800915332803,779.8602340722371,23.893456839409787,100.0
2024-09-19 04:00:00,419.94750694579477,362.81536337122594,14.726471846095212,17.53615714532681,100.0
2024-09-19 05:00:00,4451.545988872822,4512.56041457659,220.60262577225166,20.441409434531387,98.64789786510829
2024-09-19 06:00:00,2358.835755749118,2443.6225962316103,79.94441585754109,10.50126812864171,96.53028087834657
2024-09-19 07:00:00,3719.310724429992,3583.824938449854,752.4850297279127,18.861443293836594,100.0
2024-09-19 08:00:00,700.1961563217607,899.3758910069091,194.04064872027826,27.351303521476517,77.85356082181012
2024-09-19 09:00:00,3353.5976285352403,3196.5988681416625,927.6458355419651,22.574402614955304,100.0
2024-09-19 10:00:00,1181.6300880472897,1224.4669829714674,410.98568900988596,28.0711914471318,96.50158840377848
2024-09-19 11:00:00,2191.904485704658,2204.3139634233876,719.342244107685,25.232334195127535,99.43703674137883
2024-09-19 12:00:00,84.31435041052204,120.70962155797683,824.9228599023749,34.53598379914891,69.8489062614001
2024-09-19 13:00:00,758.0531896523801,771.5591350441024,953.1465596140241,16.743289087394192,98.24952556735002
2024-09-19 14:00:00,460.40246561809886,283.56651476842063,461.6697322210278,12.663885880105926,100.0
2024-09-19 15:00:00,1198.7208646912923,1397.091032329274,671.0816422640154,13.35390745729831,85.80119956054311
2024-09-19 16:00:00,500.09045012161135,692.6012665810207,364.2866348941296,16.71271831254343,72.20466872523552
2024-09-19 17:00:00,3459.5501330978095,3469.2909117115164,283.5442875775306,24.381820039161862,99.71922854376886
2024-09-19 18:00:00,145.19951104609686,28.539069909599675,686.8361044256919,29.334549479359016,100.0
2024-09-19 19:00:00,3088.70250312499,2961.879338823464,404.22448178119777,10.947686559833741,100.0
2024-09-19 20:00:00,703.5391541278713,526.3585670050061,572.4333349151323,34.14049717116763,100.0
2024-09-19 21:00:00,4725.807285889485,4770.550867895362,198.5861808713858,18.833037443233025,99.06208772854744
2024-09-19 22:00:00,4665.470365549271,4656.7649856464905,714.7484404390315,30.60058394950571,100.0
2024-09-19 23:00:00,1127.515512604813,1094.040226055724,969.3917580001024,26.775857705674014,100.0
2024-09-20 00:00:00,3072.1064911151475,3082.191827570245,537.8261086238433,24.795452155622293,99.67278686664197
2024-09-20 01:00:00,140.02659736229216,289.16776806593543,520.0349297332738,12.15181225035192,48.423999084975335
2024-09-20 02:00:00,4658.94271525587,4487.230175780892,854.2908577870508,32.38252241861612,100.0
2024-09-20 03:00:00,2614.9365409585484,2632.5722479653177,151.55946124009913,19.439577376264822,99.33009599184221
2024-09-20 04:00:00,216.11575708889495,296.52251508216654,393.4738047891485,32.305797174058625,72.88342236980189
2024-09-20 05:00:00,1712.499965040687,1900.7754915275068,173.7332465707766,14.771234557172015,90.0948046033823
2024-09-20 06:00:00,384.247309306171,480.1241706928737,546.3959351175796,34.175911976266434,80.03081968392854
2024-09-20 07:00:00,1964.7221968667993,1983.968014151959,616.3621098008401,25.56055897712547,99.02993308622537
2024-09-20 08:00:00,3349.6317108066155,3456.339199554643,913.9481712241392,30.911083779202208,96.91270206460706
2024-09-20 09:00:00,2349.449540207198,2548.2728311235346,830.8848548251634,22.572300472370376,92.19772355267489
2024-09-20 10:00:00,1918.6108735972723,2074.1046160431997,646.4744211279221,24.916682414556426,92.50309067135845
2024-09-20 11:00:00,595.785227702324,431.4237404923559,774.6742317753079,17.985042124783384,100.0
2024-09-20 12:00:00,1224.6952284682816,1254.6264086187164,628.674009545009,28.556376867124662,97.6143352359857
2024-09-20 13:00:00,500.7164386917556,615.3061009761509,570.8985149714459,32.571700915972414,81.37680382128427
2024-09-20 14:00:00,4037.493658283304,4106.243851306428,47.73134900359244,27.925346998491477,98.32571577547078
2024-09-20 15:00:00,676.1991399236128,642.9862850443134,24.384307099481696,21.76681611593582,100.0
2024-09-20 16:00:00,2976.8668327444675,2905.844582472901,852.1843994943333,30.887344531402658,100.0
2024-09-20 17:00:00,1713.7020679442294,1764.5040417822963,281.9402042892947,22.479922413924548,97.1208921807426
2024-09-20 18:00:00,1129.8919232759174,1094.8394136022919,350.9178592106165,20.98628072696573,100.0
2024-09-20 19:00:00,3197.342197460519,3154.141210288676,449.3671099510208,26.61724555062468,100.0
2024-09-20 20:00:00,2285.0115468847034,2419.7082775409217,42.41659573032186,15.743905622489454,94.43334835416167
2024-09-20 21:00:00,2000.7273364227956,1926.9895056969106,961.5942272792178,21.88945101671022,100.0
2024-09-20 22:00:00,2964.2600244611076,3022.2295992783543,103.00544062094441,11.01257969046583,98.08189375052483
2024-09-20 23:00:00,2456.3381424500035,2605.7115176551793,968.1947399913066,34.61157387850522,94.26746306361676
2024-09-21 00:00:00,1517.421042757804,1566.1298083419936,707.8857335568641,34.036979578983974,96.88986408886784
2024-09-21 01:00:00,2795.3064388262583,2792.421387752511,943.0659479972471,34.6443030330086,100.0
2024-09-21 02:00:00,3347.4928827534727,3161.6139644178593,52.27257478100788,31.965383644837143,100.0
2024-09-21 03:00:00,133.4657929342714,206.09481468413958,447.4470052362992,32.52697220793025,64.7594133500257
2024-09-21 04:00:00,2329.3586445383767,2528.369055451576,952.7461228452224,12.140366316574685,92.12890181185772
2024-09-21 05:00:00,288.4164229177189,411.78864424022794,646.4402274202023,15.314826350396352,70.03991658144497
2024-09-21 06:00:00,932.0270703405553,985.813544882312,546.8007907858465,26.68969155528761,94.54395054511268
2024-09-21 07:00:00,2802.5436703898654,2790.2014712100527,671.5538318453818,15.061505223340934,100.0
2024-09-21 08:00:00,4330.944576327904,4220.674255174148,186.2617841934916,11.23168293491689,100.0
2024-09-21 09:00:00,4414.028395942424,4490.872075471236,745.9481040010512,20.209124773616225,98.28889181794945
2024-09-21 10:00:00,349.7200506931564,220.64081769797983,275.69864183044103,33.20838625933224,100.0
2024-09-21 11:00:00,2095.525431433533,2250.3448116861828,281.67806299511744,34.89528687498815,93.12019298337468
2024-09-21 12:00:00,2915.032415022756,2856.627849922634,597.4332207323611,22.202593077420925,100.0
2024-09-21 13:00:00,735.349522751717,695.2680865327851,21.09994535596149,25.25946164687978,100.0
2024-09-21 14:00:00,3827.1610837238586,3713.5777276756844,54.03642458735969,18.668585512167745,100.0
2024-09-21 15:00:00,3721.176292186194,3713.841232748173,15.851614438032403,17.05042340363695,100.0
2024-09-21 16:00:00,4516.705068533974,4588.886864594883,766.7834508307853,33.235798739850004,98.4270303846926
2024-09-21 17:00:00,42.43006041721509,-36.45827148740828,26.910952504036302,27.983929211483176,0.0
